Package                                                                        Current                               Wanted         Latest  Location                                                                                      Depended by
shebang-regex                                                                    3.0.0                                3.0.0          4.0.0  node_modules/npm/node_modules/shebang-regex                                                   shebang-command
signal-exit                                                                      3.0.7                                3.0.7          4.1.0  node_modules/signal-exit                                                                      execa
signal-exit                                                                      3.0.7                                3.0.7          4.1.0  node_modules/signal-exit                                                                      gauge
signal-exit                                                                      3.0.7                                3.0.7          4.1.0  node_modules/signal-exit                                                                      restore-cursor
signal-exit                                                                      3.0.7                                3.0.7          4.1.0  node_modules/signal-exit                                                                      write-file-atomic
signal-exit                                                                      3.0.7                                3.0.7          4.1.0  node_modules/signal-exit                                                                      gauge
signal-exit                                                                      3.0.7                                3.0.7          4.1.0  node_modules/signal-exit                                                                      gauge
signal-exit                                                                      3.0.7                                3.0.7          4.1.0  node_modules/npm/node_modules/node-gyp/node_modules/signal-exit                               gauge
sigstore                                                                         1.9.0                                1.9.0          2.3.1  node_modules/npm/node_modules/sigstore                                                        npm
sigstore                                                                         1.9.0                                1.9.0          2.3.1  node_modules/sigstore                                                                         pacote
sigstore                                                                         1.9.0                                1.9.0          2.3.1  node_modules/npm/node_modules/sigstore                                                        libnpmpublish
sigstore                                                                         1.9.0                                1.9.0          2.3.1  node_modules/npm/node_modules/sigstore                                                        pacote
skmeans                                                                          0.9.7                                0.9.7         0.11.3  node_modules/skmeans                                                                          @turf/clusters-kmeans
slash                                                                            3.0.0                                3.0.0          5.1.0  node_modules/slash                                                                            babel-jest
slash                                                                            4.0.0                                4.0.0          5.1.0  node_modules/globby/node_modules/slash                                                        globby
slash                                                                            3.0.0                                3.0.0          5.1.0  node_modules/slash                                                                            jest-circus
slash                                                                            3.0.0                                3.0.0          5.1.0  node_modules/slash                                                                            jest-config
slash                                                                            3.0.0                                3.0.0          5.1.0  node_modules/slash                                                                            jest-message-util
slash                                                                            3.0.0                                3.0.0          5.1.0  node_modules/slash                                                                            jest-resolve
slash                                                                            3.0.0                                3.0.0          5.1.0  node_modules/slash                                                                            jest-runtime
slash                                                                            3.0.0                                3.0.0          5.1.0  node_modules/slash                                                                            yeoman-environment
slash                                                                            3.0.0                                3.0.0          5.1.0  node_modules/slash                                                                            @jest/core
slash                                                                            3.0.0                                3.0.0          5.1.0  node_modules/slash                                                                            @jest/console
slash                                                                            3.0.0                                3.0.0          5.1.0  node_modules/slash                                                                            @jest/reporters
slash                                                                            3.0.0                                3.0.0          5.1.0  node_modules/slash                                                                            @jest/test-sequencer
slash                                                                            3.0.0                                3.0.0          5.1.0  node_modules/slash                                                                            @jest/transform
slash                                                                            3.0.0                                3.0.0          5.1.0  node_modules/slash                                                                            globby
slash                                                                            3.0.0                                3.0.0          5.1.0  node_modules/slash                                                                            globby
socks                                                                            2.8.1                                2.8.3          2.8.3  node_modules/npm/node_modules/socks                                                           socks-proxy-agent
socks-proxy-agent                                                                6.2.1                                6.2.1          8.0.4  node_modules/socks-proxy-agent                                                                make-fetch-happen
socks-proxy-agent                                                                7.0.0                                7.0.0          8.0.4  node_modules/npm-registry-fetch/node_modules/socks-proxy-agent                                make-fetch-happen
socks-proxy-agent                                                                7.0.0                                7.0.0          8.0.4  node_modules/sigstore/node_modules/socks-proxy-agent                                          make-fetch-happen
socks-proxy-agent                                                                7.0.0                                7.0.0          8.0.4  node_modules/tuf-js/node_modules/socks-proxy-agent                                            make-fetch-happen
socks-proxy-agent                                                                7.0.0                                7.0.0          8.0.4  node_modules/yeoman-generator/node_modules/socks-proxy-agent                                  make-fetch-happen
socks-proxy-agent                                                                7.0.0                                7.0.0          8.0.4  node_modules/@sigstore/sign/node_modules/socks-proxy-agent                                    make-fetch-happen
socks-proxy-agent                                                                7.0.0                                7.0.0          8.0.4  node_modules/npm/node_modules/socks-proxy-agent                                               make-fetch-happen
socks-proxy-agent                                                                7.0.0                                7.0.0          8.0.4  node_modules/yeoman-generator/node_modules/socks-proxy-agent                                  make-fetch-happen
socks-proxy-agent                                                                7.0.0                                7.0.0          8.0.4  node_modules/npm/node_modules/socks-proxy-agent                                               make-fetch-happen
sort-asc                                                                         0.1.0                                0.1.0          0.2.0  node_modules/sort-asc                                                                         sort-object
sort-desc                                                                        0.1.1                                0.1.1          0.2.0  node_modules/sort-desc                                                                        sort-object
sort-keys                                                                        4.2.0                                4.2.0          5.1.0  node_modules/sort-keys                                                                        yeoman-generator
sort-object                                                                      0.3.2                                0.3.2          3.0.3  node_modules/sort-object                                                                      @mapbox/mapbox-gl-style-spec
source-map                                                                       0.6.1                                0.6.1          0.7.4  node_modules/clean-css/node_modules/source-map                                                clean-css
source-map                                                                       0.6.1                                0.6.1          0.7.4  node_modules/escodegen/node_modules/source-map                                                escodegen
source-map                                                                       0.6.1                                0.6.1          0.7.4  node_modules/istanbul-lib-source-maps/node_modules/source-map                                 istanbul-lib-source-maps
source-map                                                                       0.6.1                                0.6.1          0.7.4  node_modules/less/node_modules/source-map                                                     less
source-map                                                                       0.6.1                                0.6.1          0.7.4  node_modules/postcss/node_modules/source-map                                                  postcss
source-map                                                                       0.6.1                                0.6.1          0.7.4  node_modules/source-map-support/node_modules/source-map                                       source-map-support
source-map                                                                       0.6.1                                0.6.1          0.7.4  node_modules/terser-webpack-plugin/node_modules/source-map                                    terser-webpack-plugin
source-map                                                                       0.6.1                                0.6.1          0.7.4  node_modules/webpack-sources/node_modules/source-map                                          webpack-sources
source-map                                                                       0.5.7                                0.5.7          0.7.4  node_modules/source-map                                                                       @emotion/babel-plugin
source-map                                                                       0.6.1                                0.6.1          0.7.4  node_modules/terser/node_modules/source-map                                                   source-map-support
source-map-support                                                              0.5.13                               0.5.13         0.5.21  node_modules/source-map-support                                                               jest-runner
spdx-expression-parse                                                            3.0.1                                3.0.1          4.0.0  node_modules/npm/node_modules/spdx-expression-parse                                           npm
spdx-expression-parse                                                            3.0.1                                3.0.1          4.0.0  node_modules/spdx-expression-parse                                                            spdx-correct
spdx-expression-parse                                                            3.0.1                                3.0.1          4.0.0  node_modules/spdx-expression-parse                                                            validate-npm-package-license
spdx-expression-parse                                                            3.0.1                                3.0.1          4.0.0  node_modules/npm/node_modules/spdx-expression-parse                                           spdx-correct
spdx-expression-parse                                                            3.0.1                                3.0.1          4.0.0  node_modules/npm/node_modules/spdx-expression-parse                                           validate-npm-package-license
spdx-license-ids                                                                3.0.17                               3.0.20         3.0.20  node_modules/npm/node_modules/spdx-license-ids                                                spdx-expression-parse
spdx-license-ids                                                                3.0.17                               3.0.20         3.0.20  node_modules/npm/node_modules/spdx-license-ids                                                spdx-correct
sprintf-js                                                                       1.0.3                                1.0.3          1.1.3  node_modules/sprintf-js                                                                       argparse
ssri                                                                             8.0.1                                8.0.1         11.0.0  node_modules/ssri                                                                             cacache
ssri                                                                             8.0.1                                8.0.1         11.0.0  node_modules/ssri                                                                             make-fetch-happen
ssri                                                                            10.0.5                               10.0.6         11.0.0  node_modules/npm/node_modules/ssri                                                            npm
ssri                                                                             8.0.1                                8.0.1         11.0.0  node_modules/ssri                                                                             pacote
ssri                                                                             8.0.1                                8.0.1         11.0.0  node_modules/ssri                                                                             @npmcli/arborist
ssri                                                                             9.0.1                                9.0.1         11.0.0  node_modules/npm-registry-fetch/node_modules/ssri                                             cacache
ssri                                                                             9.0.1                                9.0.1         11.0.0  node_modules/npm-registry-fetch/node_modules/ssri                                             make-fetch-happen
ssri                                                                            10.0.6                               10.0.6         11.0.0  node_modules/sigstore/node_modules/ssri                                                       cacache
ssri                                                                            10.0.6                               10.0.6         11.0.0  node_modules/sigstore/node_modules/ssri                                                       make-fetch-happen
ssri                                                                            10.0.6                               10.0.6         11.0.0  node_modules/tuf-js/node_modules/ssri                                                         cacache
ssri                                                                            10.0.6                               10.0.6         11.0.0  node_modules/tuf-js/node_modules/ssri                                                         make-fetch-happen
ssri                                                                            10.0.6                               10.0.6         11.0.0  node_modules/yeoman-generator/node_modules/ssri                                               cacache
ssri                                                                             9.0.1                                9.0.1         11.0.0  node_modules/yeoman-generator/node_modules/make-fetch-happen/node_modules/ssri                make-fetch-happen
ssri                                                                            10.0.6                               10.0.6         11.0.0  node_modules/yeoman-generator/node_modules/ssri                                               pacote
ssri                                                                            10.0.6                               10.0.6         11.0.0  node_modules/@sigstore/sign/node_modules/ssri                                                 cacache
ssri                                                                            10.0.6                               10.0.6         11.0.0  node_modules/@sigstore/sign/node_modules/ssri                                                 make-fetch-happen
ssri                                                                            10.0.5                               10.0.6         11.0.0  node_modules/npm/node_modules/ssri                                                            cacache
ssri                                                                            10.0.5                               10.0.6         11.0.0  node_modules/npm/node_modules/ssri                                                            libnpmpublish
ssri                                                                            10.0.5                               10.0.6         11.0.0  node_modules/npm/node_modules/ssri                                                            make-fetch-happen
ssri                                                                            10.0.5                               10.0.6         11.0.0  node_modules/npm/node_modules/ssri                                                            pacote
ssri                                                                            10.0.5                               10.0.6         11.0.0  node_modules/npm/node_modules/ssri                                                            @npmcli/arborist
ssri                                                                            10.0.6                               10.0.6         11.0.0  node_modules/yeoman-generator/node_modules/ssri                                               make-fetch-happen
ssri                                                                             9.0.1                                9.0.1         11.0.0  node_modules/yeoman-generator/node_modules/make-fetch-happen/node_modules/ssri                cacache
ssri                                                                             9.0.1                                9.0.1         11.0.0  node_modules/npm/node_modules/node-gyp/node_modules/ssri                                      cacache
ssri                                                                             9.0.1                                9.0.1         11.0.0  node_modules/npm/node_modules/node-gyp/node_modules/ssri                                      make-fetch-happen
statuses                                                                         1.5.0                                1.5.0          2.0.1  node_modules/serve-index/node_modules/statuses                                                http-errors
string_decoder                                                                   1.1.1                                1.1.1          1.3.0  node_modules/string_decoder                                                                   readable-stream
string_decoder                                                                   1.1.1                                1.3.0          1.3.0  node_modules/string_decoder                                                                   readable-stream
string_decoder                                                                   1.1.1                                1.3.0          1.3.0  node_modules/string_decoder                                                                   readable-stream
string_decoder                                                                   1.1.1                                1.3.0          1.3.0  node_modules/string_decoder                                                                   readable-stream
string_decoder                                                                   1.1.1                                1.3.0          1.3.0  node_modules/string_decoder                                                                   readable-stream
string_decoder                                                                   1.1.1                                1.3.0          1.3.0  node_modules/string_decoder                                                                   readable-stream
string-length                                                                    4.0.2                                4.0.2          6.0.0  node_modules/string-length                                                                    jest-watcher
string-length                                                                    4.0.2                                4.0.2          6.0.0  node_modules/string-length                                                                    @jest/reporters
string-width                                                                     4.2.3                                4.2.3          7.2.0  node_modules/string-width                                                                     cliui
string-width                                                                     4.2.3                                4.2.3          7.2.0  node_modules/string-width                                                                     gauge
string-width                                                                     4.2.3                                4.2.3          7.2.0  node_modules/string-width                                                                     inquirer
string-width                                                                     4.2.3                                4.2.3          7.2.0  node_modules/string-width                                                                     wide-align
string-width                                                                     4.2.3                                4.2.3          7.2.0  node_modules/string-width                                                                     wrap-ansi
string-width                                                                     4.2.3                                4.2.3          7.2.0  node_modules/string-width                                                                     wrap-ansi-cjs
string-width                                                                     4.2.3                                4.2.3          7.2.0  node_modules/string-width                                                                     yargs
string-width                                                                     5.1.2                                5.1.2          7.2.0  node_modules/@isaacs/cliui/node_modules/string-width                                          @isaacs/cliui
string-width                                                                     4.2.3                                4.2.3          7.2.0  node_modules/string-width                                                                     wrap-ansi
string-width                                                                     4.2.3                                4.2.3          7.2.0  node_modules/string-width                                                                     gauge
string-width                                                                     5.1.2                                5.1.2          7.2.0  node_modules/@isaacs/cliui/node_modules/string-width                                          wrap-ansi
string-width                                                                     4.2.3                                4.2.3          7.2.0  node_modules/string-width                                                                     gauge
string-width                                                                     4.2.3                                4.2.3          7.2.0  node_modules/npm/node_modules/string-width                                                    cli-table3
string-width                                                                     4.2.3                                4.2.3          7.2.0  node_modules/npm/node_modules/string-width                                                    cli-columns
string-width                                                                     4.2.3                                4.2.3          7.2.0  node_modules/npm/node_modules/string-width                                                    gauge
string-width                                                                     5.1.2                                5.1.2          7.2.0  node_modules/npm/node_modules/wrap-ansi/node_modules/string-width                             wrap-ansi
string-width                                                                     4.2.3                                4.2.3          7.2.0  node_modules/npm/node_modules/string-width                                                    wide-align
string-width                                                                     4.2.3                                4.2.3          7.2.0  node_modules/npm/node_modules/string-width                                                    wrap-ansi-cjs
string-width                                                                     5.1.2                                5.1.2          7.2.0  node_modules/npm/node_modules/@isaacs/cliui/node_modules/string-width                         @isaacs/cliui
string-width                                                                     4.2.3                                4.2.3          7.2.0  node_modules/npm/node_modules/string-width                                                    gauge
string-width-cjs:string-width@^4.2.0                                             4.2.3                                4.2.3          7.2.0  node_modules/string-width-cjs                                                                 @isaacs/cliui
string-width-cjs:string-width@^4.2.0                                             4.2.3                                4.2.3          7.2.0  node_modules/npm/node_modules/string-width-cjs                                                @isaacs/cliui
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       cliui
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       eslint
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       gauge
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       inquirer
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       ora
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       renderkid
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       string-width
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       string-length
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       string-width-cjs
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       wrap-ansi
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       wrap-ansi-cjs
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       yeoman-environment
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       @jest/core
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       @jest/reporters
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       wrap-ansi
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       gauge
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi                                                                       gauge
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/npm/node_modules/strip-ansi                                                      cli-columns
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/npm/node_modules/strip-ansi                                                      columnify
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/npm/node_modules/strip-ansi                                                      gauge
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/npm/node_modules/strip-ansi                                                      string-width
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/npm/node_modules/strip-ansi                                                      string-width-cjs
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/npm/node_modules/strip-ansi                                                      wrap-ansi-cjs
strip-ansi                                                                       6.0.1                                6.0.1          7.1.0  node_modules/npm/node_modules/strip-ansi                                                      gauge
strip-ansi-cjs:strip-ansi@^6.0.1                                                 6.0.1                                6.0.1          7.1.0  node_modules/strip-ansi-cjs                                                                   @isaacs/cliui
strip-ansi-cjs:strip-ansi@^6.0.1                                                 6.0.1                                6.0.1          7.1.0  node_modules/npm/node_modules/strip-ansi-cjs                                                  @isaacs/cliui
strip-bom                                                                        4.0.0                                4.0.0          5.0.0  node_modules/strip-bom                                                                        jest-runtime
strip-bom                                                                        3.0.0                                3.0.0          5.0.0  node_modules/load-yaml-file/node_modules/strip-bom                                            load-yaml-file
strip-bom                                                                        2.0.0                                2.0.0          5.0.0  node_modules/strip-bom-stream/node_modules/strip-bom                                          strip-bom-stream
strip-bom                                                                        3.0.0                                3.0.0          5.0.0  node_modules/tsconfig-paths/node_modules/strip-bom                                            tsconfig-paths
strip-bom-buf                                                                    1.0.0                                1.0.0          4.0.0  node_modules/strip-bom-buf                                                                    vinyl-file
strip-bom-stream                                                                 2.0.0                                2.0.0          5.0.0  node_modules/strip-bom-stream                                                                 vinyl-file
strip-final-newline                                                              2.0.0                                2.0.0          4.0.0  node_modules/strip-final-newline                                                              execa
strip-indent                                                                     3.0.0                                3.0.0          4.0.0  node_modules/strip-indent                                                                     redent
strip-json-comments                                                              3.1.1                                3.1.1          5.0.1  node_modules/strip-json-comments                                                              jest-config
strip-json-comments                                                              2.0.1                                2.0.1          5.0.1  node_modules/less-vars-to-js/node_modules/strip-json-comments                                 less-vars-to-js
strip-json-comments                                                              2.0.1                                2.0.1          5.0.1  node_modules/rc/node_modules/strip-json-comments                                              rc
strip-json-comments                                                              3.1.1                                3.1.1          5.0.1  node_modules/strip-json-comments                                                              @eslint/eslintrc
style-loader                                                                     1.3.0                                1.3.0          4.0.0  node_modules/style-loader                                                                     web
stylis                                                                           4.2.0                                4.2.0          4.3.4  node_modules/stylis                                                                           @emotion/babel-plugin
stylis                                                                           4.2.0                                4.2.0          4.3.4  node_modules/stylis                                                                           @emotion/cache
supports-color                                                                   5.5.0                                5.5.0          9.4.0  node_modules/supports-color                                                                   chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/istanbul-lib-report/node_modules/supports-color                                  istanbul-lib-report
supports-color                                                                   8.1.1                                8.1.1          9.4.0  node_modules/jest-worker/node_modules/supports-color                                          jest-worker
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/babel-jest/node_modules/supports-color                                           chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/create-jest/node_modules/supports-color                                          chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/eslint/node_modules/supports-color                                               chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/inquirer/node_modules/supports-color                                             chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/jake/node_modules/supports-color                                                 chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/jest-cli/node_modules/supports-color                                             chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/jest-circus/node_modules/supports-color                                          chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/jest-diff/node_modules/supports-color                                            chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/jest-config/node_modules/supports-color                                          chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/jest-each/node_modules/supports-color                                            chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/jest-matcher-utils/node_modules/supports-color                                   chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/jest-message-util/node_modules/supports-color                                    chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/jest-resolve/node_modules/supports-color                                         chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/jest-runner/node_modules/supports-color                                          chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/jest-runtime/node_modules/supports-color                                         chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/jest-snapshot/node_modules/supports-color                                        chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/jest-validate/node_modules/supports-color                                        chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/jest-util/node_modules/supports-color                                            chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/jest-watcher/node_modules/supports-color                                         chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/ora/node_modules/supports-color                                                  chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/log-symbols/node_modules/supports-color                                          chalk
supports-color                                                                   7.2.0                                7.2.0          9.4.0  node_modules/terser-webpack-plugin/node_modules/supports-color                                jest-worker
